Type_Source,Administration,عدد المناصب,Corps,Grade,Nom du poste,تاريخ النشر,آخر أجل لإيداع الترشيحات,تاريخ الإمتحان,Année
Ministère,Ministère de la Santé et de la Protection sociale,2,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-03-25,2021-04-09,2021-04-18,2021
Ministère,Ministère de la Santé et de la Protection sociale,3,Techniciens,Technicien de 3ème grade,Non spécifié,2021-03-25,2021-04-09,2021-04-18,2021
Ministère,Ministère de la Santé et de la Protection sociale,4,Techniciens,Technicien de 3ème grade,Non spécifié,2021-03-25,2021-04-14,2021-04-18,2021
Ministère,Ministère de la Santé et de la Protection sociale,4,Techniciens,Technicien de 4ème grade,Non spécifié,2021-03-25,2021-04-14,2021-04-18,2021
Ministère,Ministère de la Santé et de la Protection sociale,2,Adjoints techniques,Adjoint technique 3ème grade,Non spécifié,2021-03-25,2021-04-14,2021-04-18,2021
Ministère,Ministère de la Santé et de la Protection sociale,2,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-03-25,2021-04-14,2021-04-18,2021
Ministère,Ministère de la Santé et de la Protection sociale,4,Administrateurs,Administrateur 2ème grade,Non spécifié,2021-03-25,2021-04-14,2021-04-18,2021
Ministère,Ministère de la Santé et de la Protection sociale,30,Infirmiers et techniciens de santé,Sage-femme de premier grade,Non spécifié,2021-03-26,2021-04-15,2021-04-25,2021
Ministère,Ministère de la Santé et de la Protection sociale,3,Infirmiers et techniciens de santé,Assistant médico-social de premier grade,Non spécifié,2021-03-26,2021-04-15,2021-04-25,2021
Ministère,Ministère de la Santé et de la Protection sociale,2,Infirmiers et techniciens de santé,kinésithérapeute de premier grade,Non spécifié,2021-03-26,2021-04-15,2021-04-25,2021
Ministère,Chambre des Représentants,5,Fonctionnaires administratifs du parlement,Ingénieur d'Etat,Non spécifié,2021-03-30,2021-04-19,2021-05-30,2021
Ministère,Chambre des Représentants,19,Fonctionnaires administratifs du parlement,Attaché administratif principal,Non spécifié,2021-03-30,2021-04-19,2021-05-30,2021
Ministère,Chambre des Représentants,1,Fonctionnaires administratifs du parlement,Attaché administratif principal,Non spécifié,2021-03-30,2021-04-19,2021-05-30,2021
Ministère,Chambre des Représentants,14,Fonctionnaires administratifs du parlement,Attaché administratif adjoint de 3ème grade,Non spécifié,2021-03-30,2021-04-19,2021-05-30,2021
Ministère,Chambre des Représentants,11,Fonctionnaires administratifs du parlement,Technicien de 3ème grade,Non spécifié,2021-03-30,2021-04-19,2021-05-30,2021
Ministère,Chambre des Représentants,2,Fonctionnaires administratifs du parlement,Technicien de 4ème grade,Non spécifié,2021-03-30,2021-04-19,2021-05-30,2021
Ministère,Ministère de la Santé et de la Protection sociale,12,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-03-30,2021-04-13,2021-04-18,2021
Ministère,Ministère de la Santé et de la Protection sociale,4,Adjoints techniques,Adjoint technique 3ème grade,Non spécifié,2021-03-31,2021-04-15,2021-04-25,2021
Ministère,Ministère de la Santé et de la Protection sociale,10,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-03-31,2021-04-15,2021-04-25,2021
Ministère,Ministère de l’intérieur -Direction Générale de la Protection Civile-,4,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-04-01,2021-04-16,2021-05-02,2021
Ministère,Ministère de l’intérieur -Direction Générale de la Protection Civile-,16,Techniciens,Technicien de 3ème grade,Non spécifié,2021-04-01,2021-04-16,2021-05-02,2021
Ministère,Ministère de la justice,116,Personnel du Greffe,Rédacteur Judiciaire 3ème grade,Non spécifié,2021-04-02,2021-04-22,2021-05-09,2021
Ministère,Ministère de la justice,70,Personnel du Greffe,Commissaire Judiciaire 2ème grade,Non spécifié,2021-04-02,2021-04-22,2021-05-09,2021
Ministère,"Conseil Economique, Social et Environnemental",6,Personnel du CESE,Cadre de gestion et d'encadrement B,Non spécifié,2021-04-02,2021-04-19,2021-05-09,2021
Ministère,Délégation générale à l'administration pénitentiaire et à la réinsertion,50,Fonctionnaires de l'Administration Pénitentiaire et de la Réinsertion,Surveillant éducateur,Non spécifié,2021-04-02,2021-04-17,2021-04-26,2021
Ministère,Délégation générale à l'administration pénitentiaire et à la réinsertion,50,Fonctionnaires de l'Administration Pénitentiaire et de la Réinsertion,Officier éducateur,Non spécifié,2021-04-02,2021-04-17,2021-04-26,2021
Ministère,Délégation générale à l'administration pénitentiaire et à la réinsertion,100,Fonctionnaires de l'Administration Pénitentiaire et de la Réinsertion,Officier éducateur principal,Non spécifié,2021-04-02,2021-04-17,2021-04-26,2021
Ministère,Délégation générale à l'administration pénitentiaire et à la réinsertion,10,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-02,2021-04-17,2021-04-24,2021
Ministère,Délégation générale à l'administration pénitentiaire et à la réinsertion,10,"Médecins, pharmaciens et chirurgiens dentistes",Chirurgien dentiste premier grade,Non spécifié,2021-04-02,2021-04-17,2021-04-24,2021
Ministère,Ministère chargée des Marocains résidant à l’Étranger,9,Administrateurs,Administrateur 2ème grade,Non spécifié,2021-04-05,2021-04-20,2021-05-09,2021
Ministère,Ministère de l’intérieur,1,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-04-05,2021-04-19,2021-05-05,2021
Ministère,Ministère de l’intérieur,1,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-04-05,2021-04-19,2021-05-05,2021
Ministère,Ministère de l’intérieur,1,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-04-05,2021-04-19,2021-05-05,2021
Ministère,Ministère de la Santé et de la Protection sociale,12,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-06,2021-04-22,2021-04-25,2021
Ministère,"Ministère du Tourisme, de l’Artisanat et de l’Economie sociale et solidaire - Département du Tourisme",10,Enseignants-Chercheurs de l'Enseignement Supérieur,Maître de conférences grade A,Non spécifié,2021-04-08,2021-04-23,2021-05-18,2021
Ministère,Ministère de la Santé et de la Protection sociale,3,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-08,2021-04-26,2021-05-02,2021
Ministère,Ministère de la Santé et de la Protection sociale,2,"Médecins, pharmaciens et chirurgiens dentistes",Pharmacien premier grade,Non spécifié,2021-04-08,2021-04-26,2021-05-02,2021
Ministère,Ministère de la Santé et de la Protection sociale,1,"Médecins, pharmaciens et chirurgiens dentistes",Chirurgien dentiste premier grade,Non spécifié,2021-04-08,2021-04-26,2021-05-02,2021
Ministère,Ministère de la Santé et de la Protection sociale,13,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-08,2021-04-23,2021-04-25,2021
Ministère,Ministère de la Santé et de la Protection sociale,3,Techniciens,Technicien de 4ème grade,Non spécifié,2021-04-08,2021-04-26,2021-05-02,2021
Ministère,Ministère de la Santé et de la Protection sociale,1,Techniciens,Technicien de 4ème grade,Non spécifié,2021-04-09,2021-04-26,2021-05-09,2021
Ministère,Ministère de la Santé et de la Protection sociale,29,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-09,2021-04-26,2021-05-02,2021
Ministère,Ministère de la Santé et de la Protection sociale,1,"Médecins, pharmaciens et chirurgiens dentistes",Chirurgien dentiste premier grade,Non spécifié,2021-04-09,2021-04-26,2021-05-02,2021
Ministère,Ministère de la Santé et de la Protection sociale,8,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-13,2021-04-28,2021-05-02,2021
Ministère,Ministère de la Santé et de la Protection sociale,2,"Médecins, pharmaciens et chirurgiens dentistes",Pharmacien premier grade,Non spécifié,2021-04-13,2021-04-28,2021-05-02,2021
Ministère,Ministère de la Santé et de la Protection sociale,2,Techniciens,Technicien de 4ème grade,Non spécifié,2021-04-13,2021-04-28,2021-05-02,2021
Ministère,"Ministère de l’Inclusion économique, de la Petite entreprise, de l’Emploi et des Compétences - Département de la Formation professionnelle",9,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-04-15,2021-04-30,2021-05-23,2021
Ministère,"Ministère de l’Inclusion économique, de la Petite entreprise, de l’Emploi et des Compétences - Département de la Formation professionnelle",7,Administrateurs,Administrateur 2ème grade,Non spécifié,2021-04-15,2021-04-30,2021-05-23,2021
Ministère,"Ministère de l’Inclusion économique, de la Petite entreprise, de l’Emploi et des Compétences - Département de la Formation professionnelle",2,Administrateurs,Administrateur 3ème grade,Non spécifié,2021-04-15,2021-04-30,2021-05-23,2021
Ministère,"Ministère de l’Inclusion économique, de la Petite entreprise, de l’Emploi et des Compétences - Département de la Formation professionnelle",7,Techniciens,Technicien de 3ème grade,Non spécifié,2021-04-15,2021-04-30,2021-05-23,2021
Ministère,Ministère de la Santé et de la Protection sociale,22,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-15,2021-04-30,2021-05-02,2021
Ministère,Ministère de la Santé et de la Protection sociale,5,Adjoints techniques,Adjoint technique 3ème grade,Non spécifié,2021-04-15,2021-04-30,2021-05-09,2021
Ministère,Ministère de la Santé et de la Protection sociale,8,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-15,2021-04-30,2021-05-09,2021
Ministère,"Ministère de la Jeunesse, de la Culture et de la Communication - Département de la Jeunesse",6,Techniciens,Technicien de 3ème grade,Non spécifié,2021-04-15,2021-05-04,2021-05-23,2021
Ministère,Ministère de la Santé et de la Protection sociale,6,Administrateurs,Administrateur 2ème grade,Non spécifié,2021-04-15,2021-04-29,2021-05-09,2021
Ministère,Ministère de la Santé et de la Protection sociale,1,Adjoints techniques,Adjoint technique 3ème grade,Non spécifié,2021-04-20,2021-05-06,2021-05-09,2021
Ministère,Ministère de la Santé et de la Protection sociale,1,Infirmiers et techniciens de santé,Assistant médico-social de premier grade,Non spécifié,2021-04-20,2021-05-05,2021-05-09,2021
Ministère,Ministère de la Santé et de la Protection sociale,1,Infirmiers et techniciens de santé,Technicien de santé de premier grade,Non spécifié,2021-04-20,2021-05-05,2021-05-09,2021
Ministère,Ministère de la Santé et de la Protection sociale,2,Administrateurs,Administrateur 2ème grade,Non spécifié,2021-04-20,2021-05-05,2021-05-09,2021
Ministère,Ministère de la Santé et de la Protection sociale,2,Adjoints techniques,Adjoint technique 3ème grade,Non spécifié,2021-04-20,2021-05-05,2021-05-09,2021
Ministère,Ministère de la Santé et de la Protection sociale,21,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-21,2021-05-06,2021-05-09,2021
Ministère,Ministère de la Santé et de la Protection sociale,7,"Médecins, pharmaciens et chirurgiens dentistes",Pharmacien premier grade,Non spécifié,2021-04-21,2021-05-06,2021-05-09,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",1,Enseignants Chercheurs des Etablissements de Formation des Cadres Superieurs,Prof. de l'enseignement supérieur assistant grade A,Non spécifié,2021-04-26,2021-05-10,2021-05-11,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",1,Enseignants Chercheurs des Etablissements de Formation des Cadres Superieurs,Prof. de l'enseignement supérieur assistant grade A,Non spécifié,2021-04-26,2021-05-10,2021-05-11,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",2,Enseignants Chercheurs des Etablissements de Formation des Cadres Superieurs,Prof. de l'enseignement supérieur assistant grade A,Non spécifié,2021-04-26,2021-05-10,2021-05-11,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",3,Enseignants Chercheurs des Etablissements de Formation des Cadres Superieurs,Prof. de l'enseignement supérieur assistant grade A,Non spécifié,2021-04-26,2021-05-10,2021-05-11,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",3,Enseignants Chercheurs des Etablissements de Formation des Cadres Superieurs,Prof. de l'enseignement supérieur assistant grade A,Non spécifié,2021-04-26,2021-05-10,2021-05-11,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",3,Adjoints administratifs,Adjoint administratif 3ème grade,Non spécifié,2021-04-26,2021-05-10,2021-05-23,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",3,Adjoints techniques,Adjoint technique 3ème grade,Non spécifié,2021-04-26,2021-05-10,2021-05-23,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",5,Techniciens,Technicien de 3ème grade,Non spécifié,2021-04-26,2021-05-10,2021-05-23,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",10,Administrateurs,Administrateur 2ème grade,Non spécifié,2021-04-26,2021-05-10,2021-05-23,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",3,Administrateurs,Administrateur 3ème grade,Non spécifié,2021-04-26,2021-05-10,2021-05-23,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",3,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-04-26,2021-05-10,2021-05-23,2021
Ministère,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville",3,Ingénieurs et architectes,Architecte 1er grade,Non spécifié,2021-04-26,2021-05-10,2021-05-23,2021
Ministère,Ministère de la Santé et de la Protection sociale,6,"Médecins, pharmaciens et chirurgiens dentistes",Médecins premier grade,Non spécifié,2021-04-26,2021-05-11,2021-05-23,2021
Ministère,Ministère de la Santé et de la Protection sociale,1,"Médecins, pharmaciens et chirurgiens dentistes",Pharmacien premier grade,Non spécifié,2021-04-26,2021-05-11,2021-05-23,2021
Ministère,Ministère de la Santé et de la Protection sociale,2,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2021-04-26,2021-05-11,2021-05-16,2021
